Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
407,-1.5131,-9.8114,-0.0239,0.0027,-0.0085,0.0301
414,-1.5850,-9.8593,-0.0718,0.0037,-0.0088,0.0288
422,-1.5490,-9.8282,-0.0670,0.0035,-0.0085,0.0280
431,-1.6065,-9.8210,-0.1484,0.0032,-0.0096,0.0285
438,-1.5227,-9.8330,-0.0790,0.0000,-0.0069,0.0312
446,-1.5897,-9.8497,-0.1532,0.0037,-0.0072,0.0296
454,-1.5467,-9.8210,-0.1293,0.0024,-0.0096,0.0274
462,-1.5060,-9.8378,-0.1652,0.0005,-0.0067,0.0325
471,-1.5514,-9.7827,-0.1053,0.0013,-0.0085,0.0288
479,-1.5730,-9.8497,-0.1365,0.0048,-0.0072,0.0309
486,-1.5610,-9.7995,-0.1580,0.0056,-0.0091,0.0336
494,-1.5299,-9.8402,-0.1341,0.0029,-0.0061,0.0317
502,-1.5634,-9.8258,-0.1604,0.0037,-0.0072,0.0293
510,-1.5682,-9.7851,-0.1365,0.0016,-0.0075,0.0304
519,-1.5778,-9.8282,-0.0910,0.0019,-0.0064,0.0280
526,-1.5203,-9.8066,-0.1460,0.0024,-0.0072,0.0296
534,-1.5802,-9.8090,-0.1197,0.0032,-0.0059,0.0306
542,-1.5874,-9.8234,-0.2203,0.0027,-0.0077,0.0290
550,-1.5874,-9.8306,-0.1604,0.0005,-0.0093,0.0304
559,-1.5251,-9.8378,-0.2658,0.0029,-0.0072,0.0290
567,-1.5083,-9.7971,-0.1149,-0.0003,-0.0069,0.0288
574,-1.5419,-9.8354,-0.1532,0.0024,-0.0067,0.0272
582,-1.5586,-9.8426,-0.1030,0.0077,-0.0072,0.0304
590,-1.5778,-9.8162,-0.1053,0.0013,-0.0040,0.0285
599,-1.5419,-9.8138,-0.0910,0.0029,-0.0056,0.0312
607,-1.6017,-9.8258,-0.1532,0.0043,-0.0099,0.0285
614,-1.5802,-9.8234,-0.1077,0.0043,-0.0067,0.0285
622,-1.5060,-9.8521,0.0287,0.0003,-0.0069,0.0304
630,-1.5706,-9.8138,-0.1437,0.0016,-0.0056,0.0288
638,-1.5514,-9.8593,-0.1077,0.0064,-0.0069,0.0293
647,-1.5634,-9.8234,-0.1820,0.0008,-0.0088,0.0304
655,-1.5227,-9.7995,-0.1173,0.0035,-0.0075,0.0296
662,-1.5299,-9.7827,-0.1963,0.0072,-0.0080,0.0296
670,-1.4772,-9.8306,-0.2251,0.0045,-0.0067,0.0290
678,-1.5993,-9.8162,-0.1676,0.0067,-0.0067,0.0304
687,-1.5945,-9.7659,-0.1365,0.0029,-0.0083,0.0298
695,-1.5347,-9.8043,-0.1269,0.0021,-0.0093,0.0314
702,-1.5610,-9.8569,-0.1413,0.0027,-0.0064,0.0280
710,-1.5395,-9.8090,-0.1317,0.0040,-0.0064,0.0309
718,-1.5562,-9.8162,-0.1987,0.0021,-0.0077,0.0293
727,-1.6041,-9.8497,-0.0263,0.0061,-0.0088,0.0325
735,-1.5778,-9.8593,-0.1125,0.0048,-0.0075,0.0274
743,-1.6400,-9.8138,-0.1508,0.0040,-0.0064,0.0320
750,-1.5610,-9.8497,-0.0982,0.0040,-0.0083,0.0280
758,-1.5443,-9.8162,-0.0790,0.0045,-0.0112,0.0285
766,-1.5251,-9.7875,-0.1963,0.0061,-0.0069,0.0282
775,-1.5347,-9.8162,-0.1365,0.0016,-0.0101,0.0304
783,-1.5538,-9.8809,-0.1413,0.0019,-0.0085,0.0293
790,-1.6017,-9.7875,-0.2227,0.0056,-0.0053,0.0309
798,-1.5514,-9.8210,-0.2227,0.0045,-0.0072,0.0296
806,-1.5299,-9.8545,-0.2059,0.0035,-0.0088,0.0309
815,-1.5419,-9.7971,-0.1532,0.0024,-0.0077,0.0298
823,-1.4964,-9.7755,-0.1484,0.0035,-0.0083,0.0282
831,-1.5730,-9.8258,-0.1245,0.0043,-0.0085,0.0306
838,-1.5969,-9.7923,-0.1077,0.0056,-0.0077,0.0293
846,-1.5203,-9.8354,-0.1652,-0.0011,-0.0077,0.0304
855,-1.5490,-9.7779,-0.0862,0.0029,-0.0045,0.0328
863,-1.5610,-9.8258,-0.1077,0.0040,-0.0096,0.0293
871,-1.5514,-9.8306,-0.1556,0.0040,-0.0067,0.0298
878,-1.6664,-9.8090,-0.1484,0.0045,-0.0109,0.0330
886,-1.6185,-9.7755,-0.0958,0.0043,-0.0064,0.0306
894,-1.5945,-9.8210,-0.1652,0.0064,-0.0101,0.0325
903,-1.5490,-9.7779,-0.0886,0.0056,-0.0091,0.0298
911,-1.5275,-9.8378,-0.1197,0.0029,-0.0051,0.0288
919,-1.5562,-9.8641,-0.0718,0.0024,-0.0083,0.0301
926,-1.5203,-9.7636,-0.1317,0.0024,-0.0048,0.0325
934,-1.5467,-9.7827,-0.1628,0.0040,-0.0072,0.0314
943,-1.4964,-9.8857,-0.1676,0.0027,-0.0061,0.0314
951,-1.5490,-9.8162,-0.1604,0.0040,-0.0069,0.0298
959,-1.5514,-9.7947,-0.1293,0.0035,-0.0056,0.0290
966,-1.6065,-9.7683,-0.1149,0.0003,-0.0075,0.0301
974,-1.5395,-9.8306,-0.1484,0.0013,-0.0053,0.0293
983,-1.5634,-9.7683,-0.1077,0.0040,-0.0072,0.0309
991,-1.5897,-9.7899,-0.2490,0.0040,-0.0072,0.0298
999,-1.5682,-9.8282,-0.0838,0.0032,-0.0016,0.0328
1006,-1.5802,-9.8210,-0.2059,0.0048,-0.0075,0.0280
1014,-1.5874,-9.8306,-0.0934,0.0045,-0.0099,0.0320
1022,-1.5754,-9.7923,-0.1341,0.0021,-0.0088,0.0325
1031,-1.5323,-9.7803,-0.1030,0.0056,-0.0107,0.0314
1039,-1.5299,-9.8019,-0.1077,0.0008,-0.0067,0.0298
1047,-1.5562,-9.8066,-0.1341,0.0032,-0.0075,0.0280
1054,-1.6137,-9.8090,-0.2131,0.0027,-0.0083,0.0309
1062,-1.5850,-9.8114,-0.0838,0.0008,-0.0053,0.0277
1071,-1.6065,-9.8689,-0.1149,0.0016,-0.0080,0.0274
1079,-1.5634,-9.8497,-0.0958,0.0024,-0.0061,0.0298
1087,-1.5514,-9.7755,-0.1724,0.0032,-0.0056,0.0288
1094,-1.5251,-9.8162,-0.1197,0.0021,-0.0056,0.0333
1102,-1.4796,-9.8354,-0.1532,0.0021,-0.0109,0.0280
1111,-1.5490,-9.8258,-0.1389,0.0040,-0.0051,0.0304
1119,-1.5538,-9.8617,-0.1556,0.0056,-0.0088,0.0277
1127,-1.5850,-9.8402,-0.1149,0.0043,-0.0091,0.0298
1135,-1.5658,-9.8258,-0.1197,0.0011,-0.0093,0.0272
1142,-1.5203,-9.8258,-0.0790,0.0029,-0.0069,0.0306
1150,-1.5945,-9.8114,-0.1053,0.0043,-0.0069,0.0288
1159,-1.5874,-9.8114,-0.1101,0.0024,-0.0077,0.0293
1167,-1.5778,-9.8162,-0.1676,0.0008,-0.0069,0.0296
1175,-1.5347,-9.7923,-0.1652,0.0027,-0.0093,0.0277
1182,-1.5443,-9.7971,-0.1460,0.0035,-0.0120,0.0293
1190,-1.5586,-9.8713,-0.1891,0.0027,-0.0067,0.0298
1199,-1.6089,-9.8402,-0.1053,0.0029,-0.0059,0.0288
1207,-1.5682,-9.8330,-0.1844,0.0035,-0.0069,0.0293
1215,-1.5107,-9.8521,-0.1844,0.0027,-0.0075,0.0290
1223,-1.5586,-9.8593,-0.2274,0.0003,-0.0053,0.0325
1230,-1.5395,-9.7468,-0.0958,0.0040,-0.0085,0.0288
1239,-1.5514,-9.7995,-0.1389,0.0035,-0.0069,0.0293
1247,-1.5778,-9.8809,-0.0934,0.0019,-0.0077,0.0272
1255,-1.5514,-9.7995,-0.0622,0.0035,-0.0061,0.0312
1263,-1.5802,-9.7420,-0.0527,0.0021,-0.0088,0.0285
1270,-1.5658,-9.8210,-0.2083,0.0008,-0.0051,0.0304
1278,-1.6089,-9.8282,-0.1221,0.0021,-0.0059,0.0317
1287,-1.5658,-9.8689,-0.1652,-0.0003,-0.0072,0.0288
