Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
407,-1.5634,-9.8282,-0.1173,0.0024,-0.0067,0.0296
414,-1.5586,-9.8066,-0.1006,0.0027,-0.0053,0.0282
422,-1.5467,-9.7516,-0.1221,0.0013,-0.0075,0.0293
431,-1.5706,-9.8043,-0.1053,0.0029,-0.0037,0.0288
438,-1.5730,-9.8593,-0.0287,0.0003,-0.0099,0.0314
446,-1.6305,-9.8210,-0.0503,0.0005,-0.0056,0.0296
454,-1.5778,-9.8210,-0.0551,0.0003,-0.0061,0.0288
462,-1.5850,-9.8258,-0.1437,0.0024,-0.0043,0.0282
471,-1.6065,-9.8354,-0.0742,0.0053,-0.0040,0.0301
479,-1.5754,-9.7588,-0.0599,0.0029,-0.0067,0.0306
486,-1.5586,-9.7827,-0.0814,0.0019,-0.0059,0.0288
494,-1.5730,-9.8402,-0.0575,0.0021,-0.0064,0.0288
502,-1.5083,-9.8617,-0.0790,0.0027,-0.0085,0.0304
510,-1.5802,-9.7827,-0.0838,0.0032,-0.0075,0.0282
519,-1.5658,-9.8138,-0.1484,0.0011,-0.0085,0.0266
526,-1.6065,-9.8354,-0.1149,0.0035,-0.0080,0.0314
534,-1.5251,-9.8809,-0.0335,0.0029,-0.0035,0.0306
542,-1.5706,-9.8402,-0.1101,0.0019,-0.0069,0.0306
550,-1.5562,-9.8114,-0.1604,0.0029,-0.0061,0.0298
559,-1.5155,-9.8426,-0.0694,0.0029,-0.0056,0.0312
567,-1.5467,-9.7875,-0.0335,0.0032,-0.0093,0.0298
574,-1.5514,-9.7923,-0.1269,0.0024,-0.0051,0.0312
582,-1.5897,-9.8450,-0.0790,0.0011,-0.0072,0.0344
590,-1.5874,-9.8043,-0.0670,0.0032,-0.0077,0.0322
599,-1.5682,-9.7827,-0.1820,0.0040,-0.0072,0.0288
607,-1.5658,-9.7899,-0.1173,0.0051,-0.0045,0.0296
614,-1.5658,-9.8306,-0.0168,0.0035,-0.0056,0.0296
622,-1.5203,-9.8809,-0.0790,0.0013,-0.0117,0.0304
630,-1.5658,-9.8545,-0.0383,0.0043,-0.0051,0.0301
638,-1.5490,-9.8186,-0.1724,0.0029,-0.0064,0.0293
647,-1.6089,-9.8641,-0.0263,0.0045,-0.0061,0.0288
655,-1.5251,-9.8043,-0.1460,0.0048,-0.0075,0.0325
662,-1.5395,-9.7827,-0.1245,0.0027,-0.0077,0.0290
670,-1.5706,-9.7755,-0.0670,0.0037,-0.0069,0.0304
678,-1.5562,-9.8019,-0.0527,0.0019,-0.0048,0.0336
687,-1.5802,-9.8019,-0.1796,0.0027,-0.0077,0.0280
695,-1.5706,-9.8234,-0.0335,0.0048,-0.0059,0.0322
702,-1.5514,-9.8545,-0.1604,0.0032,-0.0059,0.0338
710,-1.5419,-9.7372,-0.1125,0.0029,-0.0037,0.0320
718,-1.5562,-9.8019,-0.1413,0.0027,-0.0061,0.0298
727,-1.6281,-9.8833,-0.0551,0.0016,-0.0053,0.0322
735,-1.5514,-9.8043,-0.0742,0.0003,-0.0069,0.0314
743,-1.5778,-9.8569,-0.1030,0.0005,-0.0059,0.0298
750,-1.5730,-9.7276,-0.0455,0.0011,-0.0083,0.0314
758,-1.5419,-9.8043,-0.0072,0.0051,-0.0053,0.0309
766,-1.5730,-9.8282,-0.0766,0.0005,-0.0075,0.0330
775,-1.5826,-9.8234,-0.0742,0.0011,-0.0085,0.0325
783,-1.5323,-9.7516,-0.1149,0.0021,-0.0059,0.0314
790,-1.5945,-9.8474,-0.0622,0.0043,-0.0051,0.0272
798,-1.5538,-9.8474,-0.1006,0.0037,-0.0019,0.0288
806,-1.5251,-9.8162,-0.1077,0.0021,-0.0045,0.0314
815,-1.5443,-9.7827,-0.0742,0.0005,-0.0045,0.0306
823,-1.6352,-9.8689,-0.0934,0.0019,-0.0048,0.0298
831,-1.5586,-9.8497,-0.0383,0.0008,-0.0067,0.0277
838,-1.5083,-9.8641,-0.0934,0.0035,-0.0048,0.0333
846,-1.4988,-9.7995,-0.1891,0.0045,-0.0067,0.0304
855,-1.5706,-9.8474,-0.0958,0.0011,-0.0048,0.0312
863,-1.5658,-9.7875,-0.1197,0.0016,-0.0053,0.0312
871,-1.6185,-9.8138,-0.0575,0.0032,-0.0091,0.0312
878,-1.5634,-9.7851,-0.1173,0.0032,-0.0029,0.0293
886,-1.5419,-9.8019,-0.0383,0.0037,-0.0080,0.0317
894,-1.5802,-9.7899,-0.0790,0.0035,-0.0043,0.0309
903,-1.5562,-9.8354,-0.0646,0.0021,-0.0091,0.0304
911,-1.5083,-9.8402,-0.1365,0.0024,-0.0053,0.0285
918,-1.5562,-9.8186,-0.1030,0.0037,-0.0053,0.0306
926,-1.6041,-9.7636,-0.0311,0.0008,-0.0061,0.0280
934,-1.5658,-9.8665,-0.1796,-0.0003,-0.0048,0.0306
943,-1.5395,-9.8114,-0.0814,0.0045,-0.0056,0.0322
951,-1.6041,-9.8306,-0.0910,0.0005,-0.0067,0.0317
959,-1.5874,-9.8474,-0.1077,0.0037,-0.0069,0.0290
966,-1.5850,-9.8043,-0.0622,0.0003,-0.0072,0.0296
