Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
407,-0.9768,-3.7733,9.0668,-0.0266,-0.0405,0.0485
414,-0.9385,-3.8355,9.1506,-0.0234,-0.0333,0.0506
422,-0.8356,-3.7996,9.0836,-0.0250,-0.0232,0.0522
431,-0.8452,-3.7302,9.3637,-0.0192,-0.0051,0.0530
438,-0.7877,-3.7565,9.3996,-0.0157,-0.0003,0.0520
446,-0.7542,-3.7589,9.4930,0.0003,0.0045,0.0434
454,-0.7230,-3.6895,9.3374,0.0288,0.0221,0.0301
462,-0.6297,-3.7804,9.3063,0.0405,0.0386,0.0195
471,-0.6201,-3.8427,9.0549,0.0253,0.0376,0.0072
479,-0.7901,-3.8930,9.0453,0.0013,0.0112,-0.0075
486,-0.9385,-3.7852,9.0214,-0.0288,-0.0290,-0.0045
494,-1.1372,-3.6919,9.2153,-0.0480,-0.0648,0.0064
502,-1.2546,-3.6655,9.2895,-0.0506,-0.0626,0.0301
510,-1.1301,-3.7158,9.2536,-0.0437,-0.0216,0.0450
519,-1.0415,-3.6464,9.2392,-0.0266,0.0472,0.0544
526,-1.0558,-3.6057,9.2536,-0.0168,0.0767,0.0655
534,-1.0151,-3.6176,9.3063,-0.0104,0.0711,0.0775
542,-0.9194,-3.6990,9.2201,-0.0069,0.0453,0.0778
550,-0.7733,-3.7493,9.2847,0.0013,0.0389,0.0725
559,-0.7207,-3.8379,9.3302,-0.0037,0.0179,0.0621
567,-0.6991,-3.8331,9.4284,0.0131,-0.0147,0.0493
574,-0.7901,-3.8307,9.3230,0.0400,-0.0147,0.0373
582,-0.7757,-3.8092,9.4068,0.0538,0.0080,0.0338
590,-0.9744,-3.7876,9.3685,0.0562,0.0205,0.0333
599,-0.9122,-3.7852,9.1626,0.0509,0.0312,0.0437
607,-0.8092,-3.6440,9.0405,0.0240,0.0437,0.0474
614,-0.7494,-3.6990,9.1123,0.0075,0.0173,0.0464
622,-0.8068,-3.6416,9.2991,-0.0107,-0.0269,0.0397
630,-0.8188,-3.7517,9.3087,-0.0085,-0.0512,0.0370
638,-0.8260,-3.7900,9.2727,0.0051,-0.0517,0.0314
647,-0.7685,-3.8595,9.2440,0.0077,-0.0416,0.0261
655,-0.8595,-3.8427,8.9950,0.0072,-0.0325,0.0237
662,-0.9146,-3.8547,8.8131,-0.0027,-0.0115,0.0179
670,-1.0151,-3.8331,8.9495,-0.0157,-0.0218,0.0205
678,-0.9218,-3.7469,9.1698,-0.0163,-0.0469,0.0216
687,-0.7781,-3.7397,9.3637,0.0035,-0.0405,0.0171
695,-0.7398,-3.7254,9.3805,0.0245,-0.0005,0.0168
702,-0.6847,-3.6895,9.3589,0.0400,0.0512,0.0035
710,-0.8954,-3.6464,9.2177,0.0349,0.0970,0.0043
718,-1.0056,-3.6081,9.0908,0.0280,0.1061,0.0109
727,-0.9960,-3.6224,9.0453,0.0061,0.0935,0.0288
735,-0.9816,-3.6775,8.9519,-0.0120,0.0690,0.0381
743,-1.0127,-3.7326,8.9376,-0.0280,0.0378,0.0466
750,-0.9553,-3.7182,9.1099,-0.0408,-0.0184,0.0541
758,-0.8475,-3.7014,9.2751,-0.0424,-0.0690,0.0570
766,-0.8547,-3.6536,9.2129,-0.0344,-0.1026,0.0482
775,-0.8092,-3.6847,9.1554,-0.0282,-0.1023,0.0434
783,-0.8092,-3.7062,9.2416,-0.0187,-0.0938,0.0365
790,-0.7230,-3.7613,9.2799,-0.0032,-0.0685,0.0232
798,-0.7542,-3.8259,9.2009,-0.0035,-0.0418,0.0187
806,-0.7278,-3.7709,9.1818,0.0019,-0.0253,0.0101
815,-0.8691,-3.7445,9.0932,0.0120,-0.0149,0.0091
823,-0.9601,-3.7541,9.0932,0.0096,-0.0008,0.0141
830,-0.8930,-3.7852,9.1219,0.0077,-0.0019,0.0171
838,-0.9170,-3.7565,9.1794,-0.0019,0.0005,0.0253
846,-0.8380,-3.7445,9.1578,0.0000,0.0152,0.0216
855,-0.8212,-3.7517,9.2847,0.0077,0.0232,0.0200
863,-0.7614,-3.7565,9.4164,0.0147,0.0112,0.0179
871,-0.7111,-3.7996,9.2129,-0.0120,0.0000,0.0139
878,-0.7350,-3.8475,9.1458,-0.0392,-0.0272,0.0053
886,-0.9218,-3.7733,9.1866,-0.0554,-0.0626,0.0045
894,-0.9122,-3.7804,9.2177,-0.0661,-0.0909,0.0085
903,-0.9050,-3.8259,9.2799,-0.0773,-0.0805,0.0147
911,-0.9433,-3.8092,9.3446,-0.0671,-0.0434,0.0226
918,-1.0199,-3.7254,9.2895,-0.0512,0.0112,0.0274
926,-1.0199,-3.7206,9.1889,-0.0336,0.0783,0.0336
934,-0.8691,-3.7158,9.2249,-0.0306,0.1279,0.0384
943,-0.8021,-3.8020,9.2105,-0.0253,0.1282,0.0357
951,-0.8045,-3.7661,9.2751,-0.0352,0.1063,0.0352
959,-0.9481,-3.8140,9.3446,-0.0360,0.0735,0.0381
966,-0.9481,-3.8810,9.4020,-0.0282,0.0605,0.0442
974,-0.9744,-3.8116,9.3087,-0.0163,0.0629,0.0533
983,-0.8882,-3.8451,9.1985,0.0000,0.0735,0.0608
991,-0.9361,-3.8068,9.1363,0.0011,0.0594,0.0634
999,-0.9697,-3.7613,9.3111,0.0059,0.0298,0.0626
1006,-0.8906,-3.7876,9.3853,0.0203,0.0045,0.0645
1014,-0.8452,-3.7948,9.2392,0.0282,0.0091,0.0533
1022,-0.8236,-3.8738,9.2177,0.0352,0.0261,0.0464
1031,-0.8571,-3.8235,9.1842,0.0416,0.0477,0.0378
1039,-0.9744,-3.7565,8.9950,0.0274,0.0658,0.0405
1047,-1.0343,-3.8116,9.0477,0.0205,0.0642,0.0458
1054,-1.0942,-3.7757,8.8873,0.0181,0.0528,0.0530
1062,-0.9529,-3.7781,9.0980,0.0136,0.0506,0.0663
1071,-0.8763,-3.7972,9.1889,0.0208,0.0336,0.0661
1079,-0.7781,-3.7781,9.2919,0.0333,0.0040,0.0560
1087,-0.8811,-3.8068,9.2153,0.0458,-0.0061,0.0485
1094,-0.9098,-3.8331,9.0573,0.0528,-0.0211,0.0362
1102,-0.8787,-3.8475,9.0788,0.0549,-0.0072,0.0322
1111,-0.9864,-3.7781,9.0621,0.0456,0.0037,0.0333
1119,-0.9529,-3.8116,9.0333,0.0365,0.0203,0.0306
1127,-0.9337,-3.7541,8.9759,0.0229,0.0370,0.0349
1135,-0.8954,-3.7278,9.1818,0.0136,0.0258,0.0360
1142,-0.8523,-3.6895,9.4643,0.0232,0.0189,0.0360
1150,-0.8164,-3.7852,9.2967,0.0405,0.0432,0.0221
1159,-0.7877,-3.7637,9.0597,0.0509,0.0858,0.0109
1167,-0.9242,-3.7230,8.8681,0.0426,0.1085,0.0021
1175,-1.0774,-3.6966,8.8490,0.0248,0.0949,0.0021
1182,-1.1732,-3.7565,9.0094,-0.0013,0.0552,0.0197
1190,-1.2378,-3.7302,9.0022,-0.0280,0.0165,0.0424
1199,-1.0918,-3.7421,9.1674,-0.0373,-0.0029,0.0541
1207,-0.9697,-3.8283,9.1674,-0.0434,0.0064,0.0605
1215,-0.8643,-3.7421,9.1842,-0.0442,0.0237,0.0496
1223,-0.9050,-3.6631,8.9376,-0.0418,0.0325,0.0472
1230,-0.9768,-3.6679,8.7891,-0.0512,-0.0021,0.0397
1239,-0.7590,-3.7350,8.6550,-0.0781,-0.1026,0.0248
1247,-0.5722,-3.7852,8.6383,-0.0986,-0.2550,-0.0064
1255,-0.3855,-3.8810,8.6886,-0.1260,-0.3954,-0.0472
1263,-0.3663,-3.8547,8.9064,-0.1495,-0.5415,-0.0858
1270,-0.2442,-4.0127,8.4922,-0.1687,-0.6339,-0.1375
1278,-0.2322,-4.0989,8.4635,-0.1791,-0.6704,-0.1697
1287,-0.1867,-4.3191,8.3629,-0.1727,-0.7325,-0.2017
1295,-0.4238,-4.1611,7.8578,-0.1711,-0.9020,-0.2286
1303,-1.1492,-4.3838,0.8356,-0.5105,-0.9092,-0.2036
1311,-3.9744,-6.4763,2.8587,-0.3379,-0.7512,0.3651
1318,-2.3343,-6.1435,1.6903,-0.4586,-0.8396,1.1367
1327,-1.0822,-4.9608,0.7398,-0.6214,-1.0584,1.4429
1335,-0.7111,-3.5506,-0.5722,-0.7783,-1.1397,1.6435
1343,-0.1772,-3.1915,0.9720,-0.7871,-1.1754,1.7211
1351,0.2729,-2.7342,0.0934,-0.7346,-1.2121,1.6784
1358,0.1556,-2.5953,-0.0599,-0.7703,-1.2596,1.6166
1367,-0.1341,-2.8802,0.3567,-0.7941,-1.4173,1.5591
1375,-0.3926,-3.3040,1.0630,-0.6904,-1.6742,1.5564
1383,-0.4908,-3.9600,1.7693,-0.4191,-1.9446,1.5599
1391,-0.4980,-4.2641,1.9010,-0.0693,-2.2396,1.5420
1399,-0.2370,-4.2737,1.6400,0.2662,-2.4813,1.4789
1406,0.1939,-4.2329,1.1660,0.5542,-2.6031,1.3646
1415,0.5171,-4.2186,0.6871,0.7837,-2.5674,1.1911
