Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
407,-0.6488,-9.4451,-2.7031,-0.0155,-0.0466,0.0240
414,-0.6057,-9.5792,-2.7126,-0.0139,-0.0320,0.0288
422,-0.5794,-9.5122,-2.7749,-0.0120,-0.0181,0.0253
431,-0.6153,-9.4906,-2.7845,-0.0099,0.0011,0.0179
438,-0.7542,-9.3733,-2.8036,-0.0051,0.0147,0.0245
446,-0.8811,-9.2775,-2.7294,-0.0051,0.0224,0.0376
454,-0.8284,-9.3302,-2.6935,-0.0075,0.0237,0.0485
462,-0.7590,-9.3733,-2.8706,-0.0053,0.0232,0.0472
471,-0.8787,-9.3972,-2.7629,-0.0091,0.0211,0.0352
479,-0.9888,-9.4212,-2.7749,-0.0091,-0.0011,0.0298
486,-0.8930,-9.4020,-2.7031,-0.0144,-0.0112,0.0224
494,-0.9170,-9.3518,-2.8252,-0.0139,-0.0139,0.0232
502,-0.8332,-9.4763,-2.7845,-0.0149,-0.0115,0.0229
510,-0.8068,-9.5122,-2.6791,-0.0080,0.0029,0.0149
519,-0.8428,-9.6175,-2.5905,-0.0045,-0.0165,0.0120
526,-0.7901,-9.5600,-2.5786,0.0040,-0.0237,0.0096
534,-0.7638,-9.4786,-2.6719,0.0080,-0.0088,0.0107
542,-0.8068,-9.5624,-2.6887,0.0125,0.0141,0.0173
550,-0.8691,-9.4858,-2.7485,0.0195,0.0357,0.0256
559,-0.9337,-9.4140,-2.6671,0.0245,0.0352,0.0301
567,-0.8140,-9.4332,-2.7773,0.0285,0.0253,0.0373
574,-0.8116,-9.4236,-2.7581,0.0317,0.0442,0.0301
582,-0.8452,-9.4260,-2.6935,0.0232,0.0544,0.0216
590,-0.8092,-9.4308,-2.7007,0.0256,0.0493,0.0133
599,-0.8499,-9.5265,-2.7390,0.0195,0.0400,0.0032
607,-0.7638,-9.4978,-2.5905,0.0232,0.0384,-0.0053
614,-0.6680,-9.5553,-2.6839,0.0282,0.0528,-0.0176
622,-0.7135,-9.5648,-2.5259,0.0280,0.0682,-0.0149
630,-0.8356,-9.6630,-2.6432,0.0320,0.0911,-0.0120
638,-0.9673,-9.6510,-2.7701,0.0296,0.1170,0.0003
647,-1.2498,-9.5146,-2.7940,0.0250,0.1266,0.0320
655,-1.5060,-9.4068,-2.7174,0.0176,0.1050,0.0650
662,-1.4174,-9.4954,-2.8539,0.0144,0.0533,0.0791
670,-1.3240,-9.5098,-2.7916,0.0096,0.0197,0.0719
678,-1.2115,-9.4930,-2.7078,0.0155,-0.0160,0.0453
687,-1.0750,-9.5098,-2.8252,0.0128,-0.0661,0.0096
695,-1.0271,-9.5217,-2.6600,0.0141,-0.1013,-0.0165
702,-0.9433,-9.4595,-2.7198,0.0128,-0.1204,-0.0242
710,-0.8763,-9.4906,-2.6815,0.0083,-0.1047,-0.0160
718,-0.8859,-9.5648,-2.6360,0.0099,-0.0594,-0.0056
727,-0.8835,-9.5984,-2.5498,0.0072,-0.0344,0.0155
735,-0.9409,-9.5505,-2.6504,0.0117,-0.0205,0.0330
743,-0.8092,-9.4978,-2.5594,0.0080,-0.0088,0.0416
750,-0.8140,-9.5146,-2.5642,0.0080,-0.0037,0.0469
758,-0.8859,-9.5960,-2.7342,0.0080,-0.0021,0.0410
766,-0.9122,-9.5313,-2.7294,0.0123,-0.0048,0.0322
775,-0.9218,-9.5217,-2.7390,0.0149,-0.0224,0.0250
783,-0.9290,-9.5481,-2.8395,0.0115,-0.0344,0.0163
