Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
407,-0.7518,-9.5146,-2.8323,0.0165,-0.0152,0.0144
414,-0.6440,-9.4044,-2.6743,0.0211,-0.0253,0.0048
422,-0.6512,-9.4188,-2.6432,0.0293,-0.0405,0.0080
431,-0.6033,-9.3757,-2.8946,0.0301,-0.0378,0.0160
438,-0.6560,-9.3757,-2.9592,0.0272,-0.0032,0.0306
446,-0.7781,-9.3996,-3.0646,0.0128,0.0245,0.0485
454,-0.8164,-9.3733,-2.9401,0.0083,0.0360,0.0690
462,-0.8212,-9.3925,-3.0335,-0.0008,0.0448,0.0741
471,-0.7853,-9.4571,-2.9137,0.0005,0.0530,0.0685
479,-0.7733,-9.4810,-2.8060,-0.0005,0.0373,0.0512
486,-0.7805,-9.4475,-2.7150,0.0027,0.0072,0.0357
494,-0.7661,-9.4930,-2.7414,0.0099,-0.0309,0.0189
502,-0.8140,-9.5385,-2.7869,0.0184,-0.0488,-0.0037
510,-0.6895,-9.5170,-2.8036,0.0285,-0.0576,-0.0256
519,-0.7254,-9.4020,-2.8826,0.0245,-0.0765,-0.0261
526,-0.6297,-9.2943,-2.9161,0.0184,-0.0791,-0.0032
534,-0.6704,-9.4715,-2.9042,0.0152,-0.0517,0.0181
542,-0.5507,-9.5193,-2.9449,0.0109,-0.0184,0.0312
550,-0.6560,-9.4332,-2.9018,0.0011,0.0131,0.0440
559,-0.6584,-9.5505,-2.7892,-0.0032,0.0226,0.0570
567,-0.6536,-9.4930,-2.8204,-0.0053,0.0189,0.0645
574,-0.6369,-9.5672,-2.7964,-0.0048,0.0083,0.0597
582,-0.6345,-9.5505,-2.8060,-0.0072,-0.0008,0.0493
590,-0.6895,-9.5433,-2.7270,-0.0056,-0.0040,0.0354
599,-0.6943,-9.4547,-2.8323,-0.0043,-0.0131,0.0237
607,-0.7087,-9.4978,-2.7509,-0.0037,-0.0234,0.0131
614,-0.5626,-9.5481,-2.7581,-0.0027,-0.0304,0.0019
622,-0.6369,-9.5744,-2.8898,-0.0053,-0.0256,0.0048
630,-0.6943,-9.4954,-2.8970,-0.0040,0.0136,0.0248
638,-0.7781,-9.4571,-2.8802,-0.0029,0.0592,0.0552
647,-0.7781,-9.5385,-2.8539,-0.0056,0.0850,0.0725
655,-0.8667,-9.4140,-2.8108,-0.0005,0.0890,0.0821
662,-0.8428,-9.4188,-2.7485,-0.0043,0.0666,0.0823
